행정구,법정동,업종,이름,병상수,도로명전체주소
강남구,삼성동,병원,서울특별시서울의료원강남분원,30,"서울특별시 강남구 봉은사로114길 43, 지하1층~4층 (삼성동)"
강남구,삼성1동,병원,아림치과병원,0,"서울특별시 강남구 테헤란로87길 13 (삼성동, 서영빌딩 14층,15층일부)"
강남구,역삼2동,병원,하나이비인후과병원,33,"서울특별시 강남구 역삼로 245 (역삼동, 지하2층일부 1층일부 2층~6층)"
강남구,역삼동,병원,안강병원,80,"서울특별시 강남구 언주로 327, 지하1층, 2~7층 (역삼동)"
강남구,청담동,병원,튼튼병원,120,"서울특별시 강남구 영동대로 713, B1~6층, 7층일부,8층 (청담동)"
마포구,마포동,병원,연세한강병원,53,"서울특별시 마포구 마포대로 25, 대농빌딩 2,3,5층 (마포동)"
마포구,상암동,병원,푸르메재단 넥슨어린이재활병원,91,"서울특별시 마포구 월드컵북로 494, 지하1층~7층 (상암동, 푸르메재단넥슨어린이재활병원)"
마포구,노고산동,병원,신촌다인치과병원,0,"서울특별시 마포구 신촌로 94, 10층,11층 (노고산동, 그랜드플라자)"
마포구,도화동,병원,한그루치과병원,0,"서울특별시 마포구 마포대로 78, 자람빌딩 3층 (도화동)"
마포구,동교동,병원,네모치과병원,0,"서울특별시 마포구 양화로 178, 3층 (동교동)"
마포구,성산동,병원,에스엠씨요양병원,120,"서울특별시 마포구 월드컵북로 165, 지하1층~5층 (성산동, SMC)"
마포구,신수동,병원,신촌연세병원,116,"서울특별시 마포구 서강로 110, 지2층~6층 (신수동)"
마포구,합정동,병원,혜당한방병원,50,"서울특별시 마포구 독막로 32, 지1,1,2,4,5,7층 (합정동)"
광진구,능동,병원,연세무척나은병원,41,서울특별시 광진구 천호대로 568 (능동)
광진구,군자동,병원,바른본병원,42,서울특별시 광진구 능동로 261 (군자동)
광진구,화양동,병원,에스(S)리더치과병원,0,"서울특별시 광진구 능동로 103, 3.4층 (화양동)"
광진구,구의2동,병원,제니스병원,88,서울특별시 광진구 자양로 215 (구의동)
광진구,능동,병원,광진예치과병원,0,서울특별시 광진구 천호대로 556 (능동)
강남구,논현동,병원,새로운병원,30,"서울특별시 강남구 학동로 121, 새로운병원빌딩 지하1층일부~7층 (논현동)"
종로구,신문로2가,병원,아미나요양병원,96,"서울특별시 종로구 경희궁길 26, 썬타워빌딩 지하1층, 지상2,3,4,5,6,7층 (신문로2가)"
강서구,마곡동,병원,보금한방병원,76,"서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 3,4층 (마곡동)"
강동구,길동,병원,서울성심한방병원,147,서울특별시 강동구 진황도로 124 (길동)
서초구,서초동,병원,기쁨병원,61,"서울특별시 서초구 서초중앙로 4, 기쁨병원 (서초동)"
송파구,문정동,병원,새숨병원,30,"서울특별시 송파구 정의로8길 4, KDG70타워 2,3,4층 (문정동)"
강북구,미아동,병원,서울유병원,54,"서울특별시 강북구 도봉로 77, 지하2층~지하1층, 3층~8층층 (미아동)"
강남구,역삼동,병원,라이브치과병원,0,"서울특별시 강남구 논현로105길 48, 1,2층 (역삼동)"
중랑구,망우동,병원,러스크서울병원,200,서울특별시 중랑구 망우로 470 (망우동)
강서구,화곡동,병원,서울큰나무병원,82,"서울특별시 강서구 강서로 206, 2,3,4,5,6층 (화곡동)"
동대문구,신설동,병원,의료법인마리아의료재단마리아병원,30,서울특별시 동대문구 천호대로 20 (신설동)
송파구,삼전동,병원,서울연세요양병원,84,"서울특별시 송파구 삼학사로 53, 태영빌딩 (삼전동)"
강남구,도곡동,병원,서울본브릿지병원,64,"서울특별시 강남구 도곡로 214, 롤스웰빌딩 지하2층, 지하1층, 지상1층 일부, 지상2~7층 (도곡동)"
강서구,마곡동,병원,무척바른한방병원,60,"서울특별시 강서구 공항대로 228, 4,5층 (마곡동)"
중랑구,망우동,병원,경동한방병원,45,"서울특별시 중랑구 망우로 400, 2층~3층(201호~204호,301호~304호) (망우동)"
강남구,신사동,병원,노블케어요양병원,194,"서울특별시 강남구 언주로 858, 1관,2관동 (신사동)"
송파구,방이동,병원,재단법인자생의료재단잠실자생한방병원,51,"서울특별시 송파구 오금로 81, 송파빌딩 (방이동)"
강북구,미아동,병원,강북으뜸병원,47,"서울특별시 강북구 도봉로 187, 지하1층, 2층~5층 (미아동)"
강서구,염창동,병원,모나리자요양병원,249,"서울특별시 강서구 양천로 715, 지하3층~8층 (염창동)"
은평구,불광동,병원,이우요양병원,94,서울특별시 은평구 불광로13길 15 (불광동)
마포구,신수동,병원,세솟는정형외과병원,30,"서울특별시 마포구 백범로 26, 세솟는병원 (신수동)"
강남구,논현동,병원,미림한방병원,30,"서울특별시 강남구 도산대로6길 14, 아이올리빌딩 1층~4층층 (논현동)"
관악구,신림동,병원,치유본한방병원,56,"서울특별시 관악구 신원로 35, 삼모더프라임타워 6층 (신림동)"
동대문구,답십리동,병원,엘치과병원,0,"서울특별시 동대문구 전농로 102, 3층 (답십리동)"
양천구,신정동,병원,서울스마트요양병원,409,"서울특별시 양천구 중앙로 181, 복합메디컬타운 3~8층 (신정동)"
강북구,번동,병원,꿈의숲요양병원,244,서울특별시 강북구 월계로 183 (번동)
성동구,성수동2가,병원,연세바로척병원,69,서울특별시 성동구 동일로 133 (성수동2가)
서초구,서초동,병원,모커리한방병원,92,"서울특별시 서초구 서초대로 338, 프로비스타 지하1층 지상2~8층 (서초동)"
동대문구,제기동,병원,행복닥터스요양병원,188,"서울특별시 동대문구 정릉천동로 102, 지하1층~지상4층 (제기동)"
강남구,논현동,병원,힘찬큐한방병원,48,"서울특별시 강남구 봉은사로 213, 센트럴타워 5-9층 (논현동)"
영등포구,신길동,병원,대윤한방병원,50,"서울특별시 영등포구 영등포로 358, 대윤메디컬센터 지하1층, 2-5층 (신길동)"
마포구,성산동,병원,마포요양병원,168,"서울특별시 마포구 성산로 128, 지하1~지상5층 (성산동)"
은평구,갈현동,병원,은평요양병원,195,서울특별시 은평구 통일로 935 (갈현동)
서초구,방배동,병원,참푸른병원,31,"서울특별시 서초구 방배로 223, 창생빌딩 2~7층 (방배동)"
광진구,자양동,병원,편안한요양병원,348,"서울특별시 광진구 자양로 38, 편안한요양병원 (자양동)"
금천구,시흥동,병원,금천한방병원,62,"서울특별시 금천구 시흥대로73길 67, 4,6층 (시흥동)"
강서구,마곡동,병원,에스앤유서울병원,61,"서울특별시 강서구 공항대로 237, 에이스타워 마곡 3,4,5층 306,307,3018~320호 (마곡동)"
강서구,방화동,병원,강서바른세상병원,120,"서울특별시 강서구 금낭화로 9, 바른세상병원 1,2,3,4,5,층 6,7호 (방화동)"
관악구,남현동,병원,더웰샘한방병원,30,"서울특별시 관악구 남현길 7, 한일프라자 4, 6층 (남현동)"
송파구,방이동,병원,잠실포레스트한방병원,46,"서울특별시 송파구 오금로 129, 지하1층~6층 (방이동)"
송파구,마천동,병원,송파그랜드요양병원,228,"서울특별시 송파구 마천로 238, 윤진프라자타워 (마천동)"
은평구,진관동,병원,가톨릭대학교 은평성모병원,740,서울특별시 은평구 통일로 1021 (진관동)
노원구,상계동,병원,파로스병원,30,"서울특별시 노원구 노원로 416, 파로스병원 (상계동)"
강남구,도곡동,병원,예작병원,30,"서울특별시 강남구 도곡로 212, 지하2층,지상4~8층 (도곡동)"
송파구,가락동,병원,서울힐링요양병원,118,"서울특별시 송파구 중대로 191, 서울힐링요양병원 (가락동)"
노원구,상계동,병원,샤인치과교정과 치과병원,0,"서울특별시 노원구 노해로 488, 근호빌딩 5층 502호 (상계동)"
구로구,고척동,병원,리본병원,180,"서울특별시 구로구 경인로 393-7, 일이삼전자타운 5,6,7층 (고척동)"
강서구,화곡동,병원,힘찬하나로한방병원,94,"서울특별시 강서구 강서로 173, 터보빌딩 7,8,9층 (화곡동)"
송파구,잠실동,병원,더바름치과병원,0,"서울특별시 송파구 석촌호수로 61, 트리지움상가 201호 (잠실동)"
구로구,고척동,병원,오케이요양병원,227,"서울특별시 구로구 중앙로 64, 고척프라자 가동 4,5층/나동3,4층 (고척동)"
금천구,시흥동,병원,파라솔요양병원,201,"서울특별시 금천구 시흥대로73길 67, 엠타워 7,8,9,14,지하2층 (시흥동)"
구로구,오류동,병원,해달한방병원,73,"서울특별시 구로구 경인로 176, 501,502,601호 (오류동, 시티월드)"
강동구,성내동,병원,느루요양병원,124,"서울특별시 강동구 강동대로 143-52, 느루요양병원빌딩 (성내동)"
광진구,자양동,병원,서울프라임병원,59,"서울특별시 광진구 동일로 92-1, B1~2, 3~7층 (자양동)"
성동구,도선동,병원,연세슬기병원,61,서울특별시 성동구 무학로2길 8 (도선동)
성동구,사근동,병원,한양대학교병원,855,서울특별시 성동구 왕십리로 222-1 (사근동)
서초구,방배동,병원,가야치과병원,0,"서울특별시 서초구 방배로 177, 4~6층 (방배동)"
서초구,서초동,병원,21세기병원,80,서울특별시 서초구 서초중앙로 39 (서초동)
서초구,잠원동,병원,길인의료재단 기린한방병원,30,"서울특별시 서초구 신반포로49길 3, 기린한방병원 (잠원동)"
서초구,서초동,병원,올바로병원,68,"서울특별시 서초구 명달로 102, 서원빌딩 1-6층 (서초동)"
서초구,방배동,병원,서초프라임요양병원,212,서울특별시 서초구 방배천로2길 22 (방배동)
서초구,서초동,병원,염창환병원,39,"서울특별시 서초구 서초중앙로 148, 희성빌딩 5,6,9층 (서초동)"
성동구,송정동,병원,학교법인대진교육재단 제인병원,99,서울특별시 성동구 광나루로 243 (송정동)
성동구,행당1동,병원,서울연세병원,30,서울특별시 성동구 왕십리로 296 (행당동)
성동구,용답동,병원,굿모닝요양병원,195,"서울특별시 성동구 천호대로 436, 2~7층 (용답동)"
성동구,용답동,병원,시온요양병원,160,"서울특별시 성동구 자동차시장1길 85, 지하1,지상3~5층 (용답동, JS빌딩)"
성동구,성수2가3동,병원,서울효사랑요양병원,157,서울특별시 성동구 동일로 93 (성수동2가)
성동구,홍익동,병원,서울특별시장애인치과병원,0,서울특별시 성동구 마장로 207 (홍익동)
영등포구,양평동5가,병원,서울은빛요양병원,211,서울특별시 영등포구 양평로22사길 9 (양평동5가)
영등포구,영등포동4가,병원,건양의료재단 김안과병원,85,서울특별시 영등포구 영신로 136 (영등포동4가)
서초구,방배동,병원,이건목원리한방병원,30,"서울특별시 서초구 동작대로 196, 1~3층 (방배동)"
서초구,서초동,병원,장덕한방병원,171,"서울특별시 서초구 서초중앙로 42, 블루핀타워 지하2층,지하1층,1층,2층,3층 동 (서초동)"
서초구,서초동,병원,365엠씨(mc)병원,46,서울특별시 서초구 서초중앙로 126 (서초동)
서초구,양재동,병원,참포도나무병원,38,서울특별시 서초구 바우뫼로35길 32 (양재동)
서초구,반포4동,병원,강남요양병원,97,서울특별시 서초구 서초중앙로 197 (반포동)
서초구,반포동,병원,고도일병원,135,"서울특별시 서초구 강남대로 505 (반포동, 고도일 병원)"
영등포구,대림동,병원,한림대학교 강남성심병원,572,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)"
서초구,반포동,병원,서울귀한이치과병원,0,"서울특별시 서초구 잠원로 24, 403,404호 (반포동, 반포자이프라자)"
서초구,방배동,병원,연세사랑병원,188,서울특별시 서초구 효령로 10 (방배동)
영등포구,영등포동7가,병원,한림대학교 한강성심병원,158,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)"
서초구,방배동,병원,대항병원,81,서울특별시 서초구 남부순환로 2151 (방배동)
서초구,방배1동,병원,의료법인 청해의료재단 제일병원,44,서울특별시 서초구 서초대로 116 (방배동)
서초구,방배동,병원,재단법인 동국한방병원,30,서울특별시 서초구 방배로 186 (방배동)
성동구,행당동,병원,9988병원,42,서울특별시 성동구 왕십리로 269 (행당동)
영등포구,대림동,병원,대림성모병원,208,"서울특별시 영등포구 시흥대로 657 (대림동, 대림성모병원)"
영등포구,영등포동4가,병원,씨엠병원,110,"서울특별시 영등포구 영등포로36길 13 (영등포동4가, 충무병원)"
영등포구,대림동,병원,명지성모병원,226,"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)"
중랑구,상봉동,병원,한걸음요양병원,144,"서울특별시 중랑구 망우로 316, 이지팰리스 5~7층 503-2,504,505,601~605,701~705호 (상봉동)"
중랑구,망우동,병원,조앤조병원,65,"서울특별시 중랑구 망우로 474 (망우동, 조앤조병원)"
중랑구,망우동,병원,장스여성병원,39,"서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)"
중랑구,상봉동,병원,강북21세기병원,87,서울특별시 중랑구 면목로 473 (상봉동)
